PlayerID,Name,Country,Position,Club,Season,Salary
6840,Liam Garcia,Spain,Left-Back,Chelsea FC,2022,12285318
6841,Kai Schmidt,Portugal,Goalkeeper,Arsenal FC,2023,25903845
6842,Arthur Dubois,Colombia,Right Winger,Olympique Lyon,2024,5390328
6843,Leo Santos,France,Goalkeeper,Juventus FC,2023,16479596
6844,Liam Williams,Senegal,Centre-Forward,Real Madrid,2024,30931233
6845,Florian Santos,England,Left Winger,Bayer 04 Leverkusen,2024,5236857
6846,Kai Fernandez,Germany,Defensive Midfield,Inter Milan,2022,14414209
6847,Florian Brown,Germany,Centre-Back,Paris Saint-Germain,2022,38913173
6848,Hugo Santos,Netherlands,Centre-Forward,Juventus FC,2022,23714056
6849,Kai Muller,Belgium,Attacking Midfield,West Ham United,2022,8087416
6850,Kai Costa,England,Centre-Forward,AS Roma,2022,13470581
6851,Antonio Brown,Spain,Goalkeeper,Everton FC,2024,6192802
6852,Liam Rossi,Portugal,Goalkeeper,Leicester City,2024,2941948
6853,Arthur Fernandez,Portugal,Left Winger,Villarreal CF,2022,8637030
6854,Arthur Rossi,France,Left-Back,AS Roma,2023,7664940
6855,Javier Rossi,Germany,Central Midfield,Man City,2022,45590667
6856,Arthur Muller,Italy,Left Winger,Ajax Amsterdam,2024,8565117
6857,Owen Dubois,Uruguay,Defensive Midfield,Real Sociedad,2023,3181561
6858,Kai Santos,France,Right-Back,Leicester City,2022,3800431
6859,Liam Jones,France,Left Winger,Villarreal CF,2024,8978226
6860,Liam Brown,France,Central Midfield,Chelsea FC,2022,18378265
6861,Owen Santos,France,Right Winger,Sevilla FC,2024,6226093
6862,Ben Williams,Italy,Goalkeeper,Villarreal CF,2023,6183372
6863,Kai Fernandez,France,Centre-Back,FC Barcelona,2023,27044400
6864,Sven Bakker,Belgium,Goalkeeper,SL Benfica,2024,9893446
6865,Diogo Fernandez,Portugal,Attacking Midfield,FC Porto,2022,5199811
6866,Ben Rossi,Italy,Right-Back,Real Sociedad,2022,7460954
6867,Antonio Rossi,Italy,Right Winger,Bayer 04 Leverkusen,2022,7310494
6868,Liam Fernandez,Germany,Goalkeeper,SL Benfica,2024,10012706
6869,Hugo Jones,Netherlands,Right Winger,Inter Milan,2022,29306442
6870,Arthur Jones,England,Attacking Midfield,Sevilla FC,2022,22746296
6871,Kai Santos,France,Left-Back,Sevilla FC,2023,8143427
6872,Antonio Schmidt,England,Goalkeeper,Everton FC,2022,879395
6873,Enzo Williams,England,Right-Back,Atlético de Madrid,2024,13024521
6874,Antonio Bakker,Portugal,Centre-Forward,West Ham United,2024,12070671
6875,Hugo Schmidt,Germany,Right Winger,Real Sociedad,2023,3139626
6876,Diogo Dubois,Germany,Right-Back,Crystal Palace,2022,7373440
6877,Diogo Dubois,England,Right-Back,Man United,2024,31180738
6878,Owen Schmidt,Spain,Right Winger,Aston Villa,2022,10866306
6879,Sven Muller,England,Attacking Midfield,Villarreal CF,2022,7643370
6880,Antonio Jones,England,Goalkeeper,Leicester City,2022,6200232
6881,Javier Dubois,France,Centre-Back,Sevilla FC,2022,13466442
6882,Enzo Costa,Germany,Attacking Midfield,Ajax Amsterdam,2024,5156962
6883,Antonio Williams,Portugal,Attacking Midfield,Olympique Marseille,2023,9185289
6884,Ben Muller,Germany,Right-Back,Borussia Dortmund,2024,5936351
6885,Mateo Bakker,Germany,Left Winger,Liverpool FC,2024,33262462
6886,Liam Garcia,England,Left Winger,Chelsea FC,2024,32916474
6887,Diogo Costa,France,Left Winger,Sevilla FC,2022,23340968
6888,Ben Costa,Germany,Central Midfield,Villarreal CF,2022,5405161
6889,Javier Jones,Spain,Centre-Back,FC Porto,2022,9294538
6890,Hugo Rossi,Germany,Right Winger,Chelsea FC,2023,12933188
6891,Diogo Dubois,Portugal,Right-Back,Man United,2023,28213680
6892,Liam Dubois,Spain,Left Winger,Arsenal FC,2024,27341269
6893,Kai Garcia,Argentina,Right Winger,Inter Milan,2022,19541982
6894,Kai Brown,England,Centre-Forward,Leicester City,2023,3976657
6895,Florian Jones,England,Right Winger,Leicester City,2024,9459866
6896,Liam Jones,France,Centre-Back,Real Madrid,2023,52601884
6897,Owen Rossi,Brazil,Centre-Forward,Olympique Marseille,2022,9834966
6898,Arthur Bakker,Brazil,Goalkeeper,Real Sociedad,2024,2669275
6899,Mateo Santos,England,Left-Back,AC Milan,2022,17490874
6900,Leo Fernandez,Uruguay,Right Winger,SL Benfica,2024,12134545
6901,Enzo Dubois,France,Right-Back,Liverpool FC,2024,16507617
6902,Mateo Jones,Uruguay,Defensive Midfield,FC Barcelona,2022,11153994
6903,Enzo Schmidt,England,Left Winger,Olympique Lyon,2023,9471790
6904,Antonio Schmidt,Argentina,Defensive Midfield,Ajax Amsterdam,2022,8768196
6905,Javier Williams,Germany,Right Winger,Inter Milan,2024,22819758
6906,Liam Muller,Spain,Defensive Midfield,Atlético de Madrid,2022,11144194
6907,Mateo Williams,Germany,Left Winger,Paris Saint-Germain,2022,37598742
6908,Mateo Garcia,Italy,Right-Back,Arsenal FC,2023,31609994
6909,Leo Silva,Germany,Goalkeeper,Everton FC,2022,7703140
6910,Florian Rossi,Senegal,Right-Back,Man City,2024,18780497
6911,Ben Dubois,Brazil,Right-Back,Olympique Lyon,2024,1608462
6912,Ben Muller,Italy,Left-Back,AS Roma,2024,5304938
6913,Javier Santos,Germany,Attacking Midfield,SSC Napoli,2024,20028117
6914,Sven Fernandez,France,Centre-Forward,Inter Milan,2022,25562320
6915,Liam Brown,Germany,Central Midfield,SL Benfica,2023,6948252
6916,Arthur Bakker,Germany,Right Winger,Liverpool FC,2022,37189656
6917,Leo Jones,Spain,Attacking Midfield,Atlético de Madrid,2024,18368613
6918,Kai Rossi,Germany,Left Winger,Man City,2022,31363514
6919,Enzo Brown,Croatia,Right-Back,Arsenal FC,2022,28579086
6920,Kai Brown,Brazil,Right-Back,SL Benfica,2023,3226298
6921,Enzo Fernandez,England,Attacking Midfield,Inter Milan,2022,37428831
6922,Owen Schmidt,England,Left Winger,Bayern Munich,2023,44730979
6923,Florian Muller,England,Right-Back,Crystal Palace,2022,1810838
6924,Florian Silva,Italy,Left-Back,Bayern Munich,2023,27782052
6925,Kai Costa,Netherlands,Left Winger,SL Benfica,2024,12245298
6926,Sven Rossi,England,Left-Back,FC Porto,2023,7003785
6927,Owen Williams,Portugal,Centre-Back,Juventus FC,2023,26759245
6928,Ben Garcia,Croatia,Left-Back,Leicester City,2022,8182630
6929,Liam Rossi,Brazil,Centre-Forward,Man United,2024,39144480
6930,Javier Brown,France,Right-Back,Olympique Marseille,2023,8307139
6931,Leo Williams,Portugal,Left-Back,Arsenal FC,2024,31911706
6932,Antonio Bakker,England,Attacking Midfield,Real Sociedad,2023,7538215
6933,Mateo Muller,Italy,Defensive Midfield,Villarreal CF,2024,8471528
6934,Javier Jones,England,Right Winger,Sevilla FC,2024,20052442
6935,Arthur Schmidt,Spain,Left-Back,West Ham United,2022,6067867
6936,Sven Rossi,Senegal,Centre-Forward,Inter Milan,2024,25926069
6937,Hugo Santos,England,Centre-Back,Borussia Dortmund,2023,8452498
6938,Diogo Williams,Portugal,Right-Back,FC Barcelona,2024,23548372
6939,Diogo Silva,England,Goalkeeper,RB Leipzig,2022,8720632
6940,Florian Dubois,England,Central Midfield,FC Barcelona,2024,25741500
6941,Arthur Jones,Germany,Defensive Midfield,Bayern Munich,2023,21417960
6942,Arthur Santos,Brazil,Centre-Forward,Atlético de Madrid,2023,34816018
6943,Enzo Fernandez,Senegal,Right-Back,Paris Saint-Germain,2024,50861619
6944,Sven Schmidt,Italy,Left-Back,Olympique Lyon,2022,2074422
6945,Leo Brown,Brazil,Centre-Forward,SSC Napoli,2024,11895858
6946,Enzo Williams,Italy,Defensive Midfield,Ajax Amsterdam,2022,12479132
6947,Enzo Fernandez,Portugal,Centre-Back,FC Barcelona,2024,25389060
6948,Ben Fernandez,Brazil,Left-Back,Sevilla FC,2024,16981254
6949,Mateo Santos,France,Left Winger,Everton FC,2024,2330871
6950,Antonio Brown,France,Attacking Midfield,Bayern Munich,2022,32878779
6951,Enzo Santos,Portugal,Goalkeeper,Villarreal CF,2022,3944625
6952,Florian Muller,Brazil,Left Winger,Bayer 04 Leverkusen,2023,4496854
6953,Hugo Bakker,Brazil,Goalkeeper,Liverpool FC,2022,30110557
6954,Sven Bakker,Brazil,Centre-Back,Atlético de Madrid,2023,18422907
6955,Hugo Dubois,Germany,Centre-Back,SL Benfica,2023,11656841
6956,Javier Bakker,England,Attacking Midfield,Everton FC,2022,8663757
6957,Ben Fernandez,Portugal,Goalkeeper,Tottenham Hotspur,2024,13370584
6958,Florian Williams,Italy,Right-Back,Inter Milan,2024,18120738
6959,Arthur Williams,Senegal,Defensive Midfield,Tottenham Hotspur,2024,7553956
6960,Owen Dubois,England,Goalkeeper,FC Porto,2023,12170531
6961,Owen Dubois,Spain,Centre-Forward,Bayer 04 Leverkusen,2022,7301516
6962,Leo Muller,France,Right-Back,Olympique Lyon,2024,1737083
6963,Antonio Schmidt,Argentina,Left-Back,RB Leipzig,2022,13025315
6964,Florian Williams,Croatia,Right-Back,Villarreal CF,2024,4604054
6965,Florian Rossi,Belgium,Centre-Back,Crystal Palace,2023,7885458
6966,Florian Fernandez,Spain,Centre-Forward,Atlético de Madrid,2024,18627924
6967,Ben Schmidt,Portugal,Right-Back,Bayern Munich,2023,36076139
6968,Antonio Costa,Spain,Right-Back,Everton FC,2024,5901155
6969,Arthur Williams,Nigeria,Attacking Midfield,Man City,2024,62712117
6970,Hugo Costa,Brazil,Right Winger,Bayer 04 Leverkusen,2023,5080935
6971,Enzo Muller,France,Centre-Forward,Atlético de Madrid,2022,29399079
6972,Ben Costa,Argentina,Central Midfield,SSC Napoli,2023,18514495
6973,Owen Silva,England,Goalkeeper,Real Madrid,2022,18214944
6974,Arthur Costa,Spain,Centre-Forward,Bayern Munich,2023,28481782
6975,Leo Brown,England,Left-Back,Bayer 04 Leverkusen,2024,7651019
6976,Diogo Dubois,Brazil,Attacking Midfield,Olympique Marseille,2024,10739192
6977,Diogo Williams,Argentina,Centre-Forward,Everton FC,2022,5910992
6978,Hugo Santos,Italy,Centre-Forward,Arsenal FC,2024,34230970
6979,Antonio Jones,France,Attacking Midfield,AC Milan,2024,8258408
6980,Ben Santos,Italy,Defensive Midfield,Arsenal FC,2023,13905550
6981,Hugo Rossi,Brazil,Left-Back,Liverpool FC,2022,37357847
6982,Owen Silva,Germany,Defensive Midfield,Borussia Dortmund,2024,17529733
6983,Ben Santos,Spain,Goalkeeper,Inter Milan,2022,23284695
6984,Mateo Schmidt,England,Left-Back,Everton FC,2024,6533079
6985,Ben Schmidt,England,Goalkeeper,Leicester City,2022,5094836
6986,Enzo Rossi,Portugal,Left Winger,Olympique Marseille,2022,3372620
6987,Mateo Costa,Portugal,Goalkeeper,Crystal Palace,2024,7711095
6988,Florian Bakker,France,Centre-Back,Tottenham Hotspur,2022,13075257
6989,Mateo Silva,England,Centre-Forward,Bayern Munich,2022,36051053
6990,Mateo Garcia,Spain,Central Midfield,Arsenal FC,2022,29951470
6991,Owen Bakker,Portugal,Right-Back,SSC Napoli,2024,9107260
6992,Antonio Santos,France,Left-Back,Everton FC,2023,6106333
6993,Javier Brown,Spain,Centre-Back,Tottenham Hotspur,2022,5729175
6994,Kai Schmidt,Brazil,Defensive Midfield,Atlético de Madrid,2023,22908384
6995,Javier Fernandez,Portugal,Defensive Midfield,Crystal Palace,2022,979026
6996,Kai Schmidt,England,Right Winger,Sevilla FC,2022,15019428
6997,Ben Rossi,Brazil,Central Midfield,Real Sociedad,2022,3873802
6998,Hugo Bakker,France,Attacking Midfield,Crystal Palace,2022,6318824
6999,Antonio Rossi,France,Right-Back,Aston Villa,2024,10979843
7000,Hugo Jones,Germany,Goalkeeper,Real Sociedad,2022,588396
7001,Kai Costa,France,Goalkeeper,SL Benfica,2023,2902282
7002,Florian Brown,Argentina,Right-Back,Real Sociedad,2023,1351086
7003,Enzo Muller,Spain,Centre-Forward,Olympique Lyon,2023,4568863
7004,Javier Muller,Argentina,Defensive Midfield,RB Leipzig,2024,17609653
7005,Sven Muller,Argentina,Centre-Back,Man City,2022,20292055
7006,Owen Muller,Brazil,Centre-Forward,FC Barcelona,2022,16838517
7007,Arthur Jones,England,Left-Back,Bayern Munich,2023,47027578
7008,Antonio Jones,Spain,Left-Back,Juventus FC,2022,21642184
7009,Arthur Santos,Portugal,Defensive Midfield,Villarreal CF,2022,5458803
7010,Diogo Jones,Spain,Centre-Forward,Villarreal CF,2022,8404772
7011,Leo Fernandez,Netherlands,Defensive Midfield,AS Roma,2024,3514074
7012,Antonio Dubois,England,Right-Back,Real Madrid,2022,17900152
7013,Diogo Schmidt,France,Attacking Midfield,RB Leipzig,2024,20171029
7014,Javier Costa,Brazil,Attacking Midfield,Inter Milan,2022,27166739
7015,Liam Dubois,Spain,Defensive Midfield,Paris Saint-Germain,2023,27569565
7016,Leo Jones,Germany,Attacking Midfield,West Ham United,2022,3115000
7017,Leo Williams,Brazil,Right-Back,Olympique Marseille,2023,6030122
7018,Florian Fernandez,France,Right Winger,AS Roma,2023,8424477
7019,Liam Bakker,Brazil,Attacking Midfield,Tottenham Hotspur,2024,13289232
7020,Sven Jones,Belgium,Goalkeeper,FC Barcelona,2022,12727931
7021,Florian Santos,Argentina,Left Winger,Bayer 04 Leverkusen,2024,15440477
7022,Owen Fernandez,Belgium,Left Winger,Man United,2024,46397820
7023,Ben Muller,Brazil,Left Winger,Olympique Marseille,2023,4345784
7024,Arthur Williams,Italy,Defensive Midfield,Atlético de Madrid,2022,23548046
7025,Diogo Dubois,Nigeria,Left-Back,Juventus FC,2022,29439518
7026,Arthur Bakker,France,Goalkeeper,FC Porto,2024,5434338
7027,Owen Williams,Argentina,Goalkeeper,Olympique Marseille,2024,4038286
7028,Owen Santos,Spain,Left-Back,Paris Saint-Germain,2023,44776923
7029,Arthur Silva,Germany,Left Winger,Man United,2024,40865149
7030,Diogo Schmidt,Brazil,Right-Back,Atlético de Madrid,2024,15418448
7031,Arthur Fernandez,Germany,Centre-Back,Olympique Marseille,2022,2550428
7032,Arthur Williams,Netherlands,Attacking Midfield,Real Madrid,2022,33000782
7033,Sven Brown,Croatia,Left-Back,Juventus FC,2024,27908321
7034,Kai Schmidt,Portugal,Defensive Midfield,Arsenal FC,2023,16448529
7035,Leo Santos,Belgium,Attacking Midfield,RB Leipzig,2023,8051222
7036,Enzo Santos,France,Right-Back,Everton FC,2024,1930505
7037,Hugo Garcia,Portugal,Right Winger,AC Milan,2022,23901267
7038,Mateo Dubois,Germany,Right-Back,RB Leipzig,2022,10087723
7039,Liam Fernandez,France,Goalkeeper,SL Benfica,2022,11490191
7040,Hugo Santos,Brazil,Right Winger,Tottenham Hotspur,2024,11987356
7041,Ben Jones,Argentina,Attacking Midfield,Bayer 04 Leverkusen,2022,3052297
7042,Arthur Silva,England,Attacking Midfield,SSC Napoli,2024,12840459
7043,Javier Schmidt,Portugal,Central Midfield,Borussia Dortmund,2024,19339598
7044,Leo Santos,Germany,Central Midfield,RB Leipzig,2023,11980759
7045,Sven Silva,Netherlands,Centre-Forward,AS Roma,2023,4800554
7046,Owen Santos,France,Defensive Midfield,Ajax Amsterdam,2022,6641532
7047,Antonio Muller,Spain,Central Midfield,Olympique Marseille,2024,807893
7048,Diogo Rossi,Italy,Goalkeeper,West Ham United,2024,4681652
7049,Diogo Muller,Portugal,Defensive Midfield,Olympique Marseille,2023,1181645
7050,Sven Silva,Argentina,Goalkeeper,Olympique Lyon,2024,7474666
7051,Enzo Rossi,Brazil,Right Winger,Borussia Dortmund,2023,18551429
7052,Antonio Garcia,Germany,Left Winger,Olympique Marseille,2024,6528797
7053,Owen Garcia,Germany,Centre-Forward,Olympique Marseille,2023,7349930
7054,Florian Jones,Brazil,Centre-Back,Tottenham Hotspur,2022,11979199
7055,Hugo Brown,Germany,Left Winger,SSC Napoli,2022,20307054
7056,Hugo Brown,Germany,Left-Back,Borussia Dortmund,2023,14851012
7057,Kai Jones,France,Central Midfield,Sevilla FC,2023,13012841
7058,Arthur Brown,Brazil,Centre-Back,Paris Saint-Germain,2024,34434043
7059,Liam Silva,England,Left-Back,Sevilla FC,2023,14086396
7060,Leo Santos,Germany,Defensive Midfield,Real Sociedad,2023,3917773
7061,Arthur Jones,Brazil,Defensive Midfield,Ajax Amsterdam,2023,10394145
7062,Florian Fernandez,Netherlands,Goalkeeper,Inter Milan,2023,29595655
7063,Javier Fernandez,Portugal,Centre-Forward,Man United,2022,58934074
7064,Diogo Rossi,Belgium,Left Winger,RB Leipzig,2022,19340596
7065,Leo Dubois,Spain,Right Winger,SSC Napoli,2024,15999245
7066,Hugo Muller,Germany,Right Winger,RB Leipzig,2023,14750582
7067,Arthur Williams,Nigeria,Centre-Forward,Bayern Munich,2022,41137722
7068,Kai Muller,Portugal,Left-Back,Crystal Palace,2022,1384545
7069,Hugo Garcia,Brazil,Goalkeeper,Olympique Marseille,2023,6317714
7070,Florian Brown,Spain,Left-Back,Man City,2022,31316196
7071,Sven Bakker,Brazil,Goalkeeper,Sevilla FC,2022,9425515
7072,Diogo Williams,Germany,Defensive Midfield,SSC Napoli,2023,12343962
7073,Mateo Fernandez,Germany,Central Midfield,Everton FC,2023,2950123
7074,Arthur Costa,Brazil,Attacking Midfield,AS Roma,2024,9363778
7075,Arthur Williams,England,Left-Back,Liverpool FC,2023,24693002
7076,Sven Bakker,France,Right-Back,SSC Napoli,2022,19166302
7077,Sven Muller,Germany,Right-Back,Ajax Amsterdam,2024,10111217
7078,Liam Brown,Nigeria,Left Winger,FC Barcelona,2024,28786099
7079,Hugo Schmidt,England,Central Midfield,Olympique Lyon,2022,964070
7080,Arthur Dubois,England,Centre-Back,Olympique Marseille,2023,5338193
7081,Antonio Silva,England,Right-Back,Bayer 04 Leverkusen,2022,2797306
7082,Mateo Schmidt,Brazil,Defensive Midfield,Real Madrid,2022,28587379
7083,Antonio Jones,Germany,Centre-Forward,Everton FC,2022,2991156
7084,Diogo Williams,Uruguay,Defensive Midfield,SL Benfica,2023,5348480
7085,Ben Garcia,Portugal,Left-Back,Man City,2022,37607351
7086,Ben Silva,England,Attacking Midfield,Aston Villa,2022,15252241
7087,Leo Silva,Spain,Defensive Midfield,RB Leipzig,2022,15351162
7088,Owen Fernandez,Germany,Left-Back,Juventus FC,2023,13430169
7089,Sven Costa,Brazil,Left Winger,Bayern Munich,2022,46611973
7090,Florian Dubois,France,Attacking Midfield,Everton FC,2024,9235672
7091,Florian Silva,Brazil,Attacking Midfield,Olympique Marseille,2024,4683115
7092,Arthur Santos,Brazil,Right-Back,Bayer 04 Leverkusen,2022,3964852
7093,Arthur Brown,Germany,Left Winger,Inter Milan,2022,24741432
7094,Florian Brown,France,Centre-Back,Ajax Amsterdam,2022,9158059
7095,Ben Costa,Brazil,Right Winger,Real Madrid,2022,40154023
7096,Diogo Williams,Uruguay,Central Midfield,AS Roma,2023,7184793
7097,Leo Garcia,England,Goalkeeper,Tottenham Hotspur,2024,7697008
7098,Sven Rossi,Spain,Left Winger,Atlético de Madrid,2024,14732859
7099,Owen Bakker,France,Goalkeeper,RB Leipzig,2022,19121870
7100,Mateo Santos,Belgium,Right Winger,Ajax Amsterdam,2024,9451535
7101,Owen Garcia,Spain,Centre-Back,Man United,2022,36872652
7102,Hugo Silva,Argentina,Defensive Midfield,RB Leipzig,2024,17672522
7103,Owen Bakker,England,Centre-Back,Man City,2022,49508236
7104,Javier Rossi,Germany,Goalkeeper,West Ham United,2022,2886399
7105,Diogo Muller,Portugal,Goalkeeper,FC Porto,2023,4686053
7106,Enzo Dubois,Belgium,Left Winger,Chelsea FC,2023,28856381
7107,Hugo Brown,Netherlands,Centre-Forward,Villarreal CF,2024,7740190
7108,Enzo Muller,Uruguay,Right-Back,Real Sociedad,2024,4187742
7109,Diogo Costa,Portugal,Centre-Forward,Bayern Munich,2023,32886453
7110,Diogo Silva,Wales,Attacking Midfield,Borussia Dortmund,2023,17625025
7111,Kai Dubois,Germany,Right-Back,Inter Milan,2022,18055208
7112,Enzo Costa,Germany,Left-Back,SL Benfica,2022,10094273
7113,Sven Schmidt,Brazil,Right-Back,AS Roma,2022,3600275
7114,Leo Jones,Argentina,Defensive Midfield,Real Sociedad,2022,7072693
7115,Sven Garcia,Brazil,Centre-Forward,RB Leipzig,2023,13410663
7116,Owen Schmidt,Brazil,Left-Back,Man City,2023,43740782
7117,Sven Jones,Wales,Right-Back,Paris Saint-Germain,2023,50373876
7118,Enzo Bakker,Brazil,Central Midfield,SSC Napoli,2022,15998991
7119,Arthur Santos,Spain,Defensive Midfield,FC Barcelona,2022,31755880
7120,Mateo Schmidt,Brazil,Centre-Forward,SL Benfica,2023,14477634
7121,Leo Schmidt,Argentina,Defensive Midfield,Chelsea FC,2024,24110113
7122,Florian Bakker,Brazil,Centre-Forward,AS Roma,2023,10235623
7123,Liam Brown,Italy,Goalkeeper,West Ham United,2022,12666261
7124,Antonio Schmidt,England,Defensive Midfield,Ajax Amsterdam,2023,7619850
7125,Florian Brown,Belgium,Right Winger,Sevilla FC,2024,19708410
7126,Sven Garcia,Portugal,Left Winger,Bayern Munich,2023,61778769
7127,Hugo Fernandez,Italy,Right Winger,Real Madrid,2022,35263737
7128,Owen Rossi,Brazil,Centre-Forward,Chelsea FC,2024,21194801
7129,Owen Santos,Spain,Defensive Midfield,Real Sociedad,2022,1105425
7130,Florian Costa,France,Centre-Forward,Liverpool FC,2024,55358522
7131,Ben Williams,Spain,Defensive Midfield,FC Barcelona,2023,23812982
7132,Hugo Rossi,England,Left Winger,FC Porto,2024,5174385
7133,Hugo Brown,Portugal,Centre-Back,Ajax Amsterdam,2024,5925807
7134,Florian Santos,Nigeria,Right-Back,West Ham United,2023,3143096
7135,Florian Muller,Portugal,Centre-Back,Liverpool FC,2023,48019111
7136,Enzo Rossi,France,Centre-Forward,Inter Milan,2024,28256187
7137,Ben Fernandez,Portugal,Left Winger,SL Benfica,2024,11608504
7138,Arthur Santos,Germany,Central Midfield,Everton FC,2022,7335119
7139,Javier Santos,England,Centre-Back,SSC Napoli,2022,16614721
7140,Owen Silva,Brazil,Right Winger,Aston Villa,2022,5225442
7141,Arthur Jones,Belgium,Goalkeeper,Borussia Dortmund,2023,14674913
7142,Florian Schmidt,Belgium,Left Winger,West Ham United,2023,3049025
7143,Leo Dubois,Brazil,Left Winger,Juventus FC,2023,20074974
7144,Mateo Jones,Croatia,Left-Back,Crystal Palace,2022,7049103
7145,Antonio Costa,Brazil,Left-Back,Everton FC,2022,1329758
7146,Owen Garcia,Germany,Left-Back,Real Madrid,2023,22369526
7147,Florian Rossi,Italy,Centre-Back,Everton FC,2024,3332006
7148,Diogo Williams,Portugal,Centre-Forward,Inter Milan,2022,16419124
7149,Liam Dubois,England,Centre-Forward,Paris Saint-Germain,2024,50319045
7150,Owen Fernandez,England,Left-Back,Inter Milan,2023,32085182
7151,Javier Williams,Brazil,Central Midfield,Arsenal FC,2022,19329529
7152,Liam Jones,England,Centre-Back,Liverpool FC,2023,29279518
7153,Javier Dubois,Netherlands,Right Winger,Bayer 04 Leverkusen,2022,5456592
7154,Florian Dubois,Netherlands,Central Midfield,Juventus FC,2023,29151387
7155,Enzo Jones,Italy,Left Winger,Arsenal FC,2024,32414113
7156,Sven Brown,Germany,Defensive Midfield,Real Madrid,2023,43537820
7157,Enzo Costa,England,Left Winger,Juventus FC,2022,21946119
7158,Ben Garcia,France,Right Winger,Man City,2022,25177761
7159,Diogo Jones,Portugal,Left Winger,Olympique Marseille,2022,9563710
7160,Mateo Dubois,France,Left-Back,AC Milan,2022,16252571
7161,Antonio Silva,Spain,Left-Back,Tottenham Hotspur,2022,12529536
7162,Mateo Dubois,Germany,Attacking Midfield,RB Leipzig,2022,12678346
7163,Kai Bakker,Germany,Defensive Midfield,SL Benfica,2022,3190972
7164,Leo Dubois,Netherlands,Goalkeeper,FC Barcelona,2022,25366465
7165,Javier Dubois,Portugal,Left Winger,Olympique Marseille,2022,5844281
7166,Mateo Dubois,Spain,Left Winger,Bayern Munich,2022,39841626
7167,Ben Schmidt,Netherlands,Defensive Midfield,Atlético de Madrid,2022,21163656
7168,Kai Costa,Brazil,Centre-Forward,Real Madrid,2024,26062343
7169,Kai Costa,Argentina,Defensive Midfield,Chelsea FC,2024,22904811
7170,Enzo Muller,Brazil,Centre-Back,Everton FC,2023,772455
7171,Ben Williams,France,Attacking Midfield,AS Roma,2023,5643191
7172,Florian Costa,Portugal,Centre-Forward,Olympique Lyon,2023,1511959
7173,Sven Brown,Argentina,Centre-Back,Leicester City,2024,3660481
7174,Owen Rossi,France,Right-Back,Liverpool FC,2022,27454206
7175,Owen Fernandez,Portugal,Right-Back,Man United,2023,24697337
7176,Florian Dubois,England,Left Winger,SSC Napoli,2022,17194679
7177,Mateo Dubois,England,Central Midfield,RB Leipzig,2024,7330012
7178,Diogo Brown,Nigeria,Defensive Midfield,Ajax Amsterdam,2023,11875109
7179,Enzo Rossi,France,Right-Back,Real Madrid,2022,19004513
7180,Kai Schmidt,Portugal,Right Winger,Liverpool FC,2022,43527217
7181,Florian Garcia,Germany,Left-Back,FC Barcelona,2022,26125851
7182,Ben Williams,Brazil,Central Midfield,Leicester City,2023,6903444
7183,Florian Silva,Argentina,Right Winger,Man City,2022,60860611
7184,Liam Williams,Netherlands,Left-Back,Atlético de Madrid,2023,20782577
7185,Owen Bakker,Spain,Right-Back,Atlético de Madrid,2024,14211220
7186,Diogo Schmidt,Brazil,Right Winger,SL Benfica,2022,3479462
7187,Javier Dubois,France,Attacking Midfield,Sevilla FC,2022,13484093
7188,Owen Santos,Germany,Defensive Midfield,Real Sociedad,2023,2600376
7189,Sven Williams,Italy,Right-Back,Real Sociedad,2022,820641
7190,Mateo Santos,Brazil,Right-Back,Leicester City,2022,2064231
7191,Antonio Schmidt,Argentina,Central Midfield,Juventus FC,2024,13917193
7192,Owen Schmidt,Argentina,Centre-Back,FC Barcelona,2022,19013410
7193,Sven Santos,Germany,Attacking Midfield,Olympique Lyon,2023,4865077
7194,Florian Muller,France,Central Midfield,Crystal Palace,2022,7044506
7195,Antonio Muller,Argentina,Left-Back,AS Roma,2023,2821393
7196,Sven Brown,Germany,Goalkeeper,Tottenham Hotspur,2022,9970503
7197,Liam Dubois,Germany,Left Winger,Ajax Amsterdam,2022,3218572
7198,Leo Dubois,Portugal,Right Winger,FC Porto,2024,10600341
7199,Liam Dubois,Germany,Left-Back,Tottenham Hotspur,2022,10005200
7200,Javier Fernandez,Argentina,Attacking Midfield,Olympique Marseille,2023,1134403
7201,Ben Santos,England,Central Midfield,Inter Milan,2024,29827975
7202,Kai Rossi,England,Left-Back,Everton FC,2024,3731911
7203,Ben Silva,England,Centre-Back,Olympique Lyon,2023,5956385
7204,Enzo Jones,France,Central Midfield,Leicester City,2024,7842119
7205,Antonio Jones,Germany,Defensive Midfield,Juventus FC,2023,18858730
7206,Hugo Santos,England,Left Winger,Everton FC,2022,4626493
7207,Leo Dubois,Italy,Centre-Forward,RB Leipzig,2022,10307302
7208,Florian Muller,Spain,Right-Back,Leicester City,2024,3580830
7209,Mateo Muller,France,Goalkeeper,Tottenham Hotspur,2024,10765066
7210,Antonio Silva,Brazil,Attacking Midfield,Bayer 04 Leverkusen,2023,13885399
7211,Ben Fernandez,France,Left Winger,Leicester City,2023,4684463
7212,Mateo Silva,England,Central Midfield,Villarreal CF,2022,1995825
7213,Owen Garcia,France,Centre-Forward,Atlético de Madrid,2024,19293380
7214,Ben Muller,England,Defensive Midfield,Ajax Amsterdam,2022,11085979
7215,Javier Williams,Brazil,Left Winger,Sevilla FC,2024,18999108
